"Country Name","Country Code","Indicator Name","Indicator Code","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Russian Federation, Sakhalinskaya Oblast","RUS_Sakhalinskaya_Oblast_RU.SY_2552_RUS065","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","11.9","11.8","",
"Russian Federation, Sakhalinskaya Oblast","RUS_Sakhalinskaya_Oblast_RU.SY_2552_RUS065","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Sakhalinskaya Oblast","RUS_Sakhalinskaya_Oblast_RU.SY_2552_RUS065","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Samarskaya Oblast","RUS_Samarskaya_Oblast_RU.SM_2553_RUS066","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","15.2","12.3","",
"Russian Federation, Samarskaya Oblast","RUS_Samarskaya_Oblast_RU.SM_2553_RUS066","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Samarskaya Oblast","RUS_Samarskaya_Oblast_RU.SM_2553_RUS066","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Sankt-peterburg","RUS_Sankt-peterburg_RU.SP_2554_RUS067","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","9.1","9","",
"Russian Federation, Sankt-peterburg","RUS_Sankt-peterburg_RU.SP_2554_RUS067","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Sankt-peterburg","RUS_Sankt-peterburg_RU.SP_2554_RUS067","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Saratovskaya Oblast","RUS_Saratovskaya_Oblast_RU.SR_2555_RUS068","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","17.3","15.9","",
"Russian Federation, Saratovskaya Oblast","RUS_Saratovskaya_Oblast_RU.SR_2555_RUS068","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Saratovskaya Oblast","RUS_Saratovskaya_Oblast_RU.SR_2555_RUS068","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Severnaya Osetiya-alaniya Rep.","RUS_Severnaya_Osetiya-alaniya_Rp_RU.SO_2556_RUS069","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","12.6","10.4","",
"Russian Federation, Severnaya Osetiya-alaniya Rep.","RUS_Severnaya_Osetiya-alaniya_Rp_RU.SO_2556_RUS069","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Severnaya Osetiya-alaniya Rep.","RUS_Severnaya_Osetiya-alaniya_Rp_RU.SO_2556_RUS069","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Smolenskaya Oblast","RUS_Smolenskaya_Oblast_RU.SL_2557_RUS070","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","17.3","14.8","",
"Russian Federation, Smolenskaya Oblast","RUS_Smolenskaya_Oblast_RU.SL_2557_RUS070","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Smolenskaya Oblast","RUS_Smolenskaya_Oblast_RU.SL_2557_RUS070","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Stavropolskiy Kray","RUS_Stavropolskiy_Kray_RU.SV_2558_RUS071","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","18.3","13.7","",
"Russian Federation, Stavropolskiy Kray","RUS_Stavropolskiy_Kray_RU.SV_2558_RUS071","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Stavropolskiy Kray","RUS_Stavropolskiy_Kray_RU.SV_2558_RUS071","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Sverdlovskaya Oblast","RUS_Sverdlovskaya_Oblast_RU.SK_2559_RUS072","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","10.5","8.5","",
"Russian Federation, Sverdlovskaya Oblast","RUS_Sverdlovskaya_Oblast_RU.SK_2559_RUS072","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Sverdlovskaya Oblast","RUS_Sverdlovskaya_Oblast_RU.SK_2559_RUS072","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Tambovskaya Oblast","RUS_Tambovskaya_Oblast_RU.TA_2560_RUS073","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","10.7","9.4","",
"Russian Federation, Tambovskaya Oblast","RUS_Tambovskaya_Oblast_RU.TA_2560_RUS073","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Tambovskaya Oblast","RUS_Tambovskaya_Oblast_RU.TA_2560_RUS073","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Tatarstan Rep.","RUS_Tatarstan_Rep._RU.TR_2561_RUS074","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","8.1","6.5","",
"Russian Federation, Tatarstan Rep.","RUS_Tatarstan_Rep._RU.TR_2561_RUS074","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Tatarstan Rep.","RUS_Tatarstan_Rep._RU.TR_2561_RUS074","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Tomskaya Oblast","RUS_Tomskaya_Oblast_RU.TM_2563_RUS076","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","17.8","16.2","",
"Russian Federation, Tomskaya Oblast","RUS_Tomskaya_Oblast_RU.TM_2563_RUS076","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Tomskaya Oblast","RUS_Tomskaya_Oblast_RU.TM_2563_RUS076","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Tulskaya Oblast","RUS_Tulskaya_Oblast_RU.TS_2564_RUS077","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","10.9","9.5","",
"Russian Federation, Tulskaya Oblast","RUS_Tulskaya_Oblast_RU.TS_2564_RUS077","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Tulskaya Oblast","RUS_Tulskaya_Oblast_RU.TS_2564_RUS077","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Tverskaya Oblast","RUS_Tverskaya_Oblast_RU.TV_2565_RUS078","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","13.5","11.4","",
"Russian Federation, Tverskaya Oblast","RUS_Tverskaya_Oblast_RU.TV_2565_RUS078","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Tverskaya Oblast","RUS_Tverskaya_Oblast_RU.TV_2565_RUS078","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Tyumenskaya Oblast","RUS_Tyumenskaya_Oblast_RU.TY_2566_RUS079","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","11.6","10.4","",
"Russian Federation, Tyumenskaya Oblast","RUS_Tyumenskaya_Oblast_RU.TY_2566_RUS079","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Tyumenskaya Oblast","RUS_Tyumenskaya_Oblast_RU.TY_2566_RUS079","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Tyva Rep.","RUS_Tyva_Rep._RU.TN_2567_RUS080","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","30.6","27.9","",
"Russian Federation, Tyva Rep.","RUS_Tyva_Rep._RU.TN_2567_RUS080","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Tyva Rep.","RUS_Tyva_Rep._RU.TN_2567_RUS080","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Udmurtiya Rep.","RUS_Udmurtiya_Rep._RU.UR_2568_RUS081","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","14","11.1","",
"Russian Federation, Udmurtiya Rep.","RUS_Udmurtiya_Rep._RU.UR_2568_RUS081","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Udmurtiya Rep.","RUS_Udmurtiya_Rep._RU.UR_2568_RUS081","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Ulyanovskaya Oblast","RUS_Ulyanovskaya_Oblast_RU.UL_2569_RUS082","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","16.8","13.3","",
"Russian Federation, Ulyanovskaya Oblast","RUS_Ulyanovskaya_Oblast_RU.UL_2569_RUS082","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Ulyanovskaya Oblast","RUS_Ulyanovskaya_Oblast_RU.UL_2569_RUS082","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Vladimirskaya Oblast","RUS_Vladimirskaya_Oblast_RU.US_2571_RUS084","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","17.5","15","",
"Russian Federation, Vladimirskaya Oblast","RUS_Vladimirskaya_Oblast_RU.US_2571_RUS084","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Vladimirskaya Oblast","RUS_Vladimirskaya_Oblast_RU.US_2571_RUS084","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Volgogradskaya Oblast","RUS_Volgogradskaya_Oblast_RU.VG_2572_RUS085","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","15.1","13.6","",
"Russian Federation, Volgogradskaya Oblast","RUS_Volgogradskaya_Oblast_RU.VG_2572_RUS085","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Volgogradskaya Oblast","RUS_Volgogradskaya_Oblast_RU.VG_2572_RUS085","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Vologodskaya Oblast","RUS_Vologodskaya_Oblast_RU.VL_2573_RUS086","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","17.1","13.2","",
"Russian Federation, Vologodskaya Oblast","RUS_Vologodskaya_Oblast_RU.VL_2573_RUS086","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Vologodskaya Oblast","RUS_Vologodskaya_Oblast_RU.VL_2573_RUS086","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Voronezhskaya Oblast","RUS_Voronezhskaya_Oblast_RU.VO_2574_RUS087","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","17.2","10.3","",
"Russian Federation, Voronezhskaya Oblast","RUS_Voronezhskaya_Oblast_RU.VO_2574_RUS087","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Voronezhskaya Oblast","RUS_Voronezhskaya_Oblast_RU.VO_2574_RUS087","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Yamalo-nenetskiy Okrug","RUS_Yamalo-nenetskiy_Okrug_RU.YN_2575_RUS088","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","7.4","6.4","",
"Russian Federation, Yamalo-nenetskiy Okrug","RUS_Yamalo-nenetskiy_Okrug_RU.YN_2575_RUS088","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Yamalo-nenetskiy Okrug","RUS_Yamalo-nenetskiy_Okrug_RU.YN_2575_RUS088","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Yaroslavskaya Oblast","RUS_Yaroslavskaya_Oblast_RU.YA_2576_RUS089","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","13.4","10.9","",
"Russian Federation, Yaroslavskaya Oblast","RUS_Yaroslavskaya_Oblast_RU.YA_2576_RUS089","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Yaroslavskaya Oblast","RUS_Yaroslavskaya_Oblast_RU.YA_2576_RUS089","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Zabaykalsky Kray","RUS_Zabaykalsky_kray_RU.ZK_2578_RUS091","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","18.9","17.6","",
"Russian Federation, Zabaykalsky Kray","RUS_Zabaykalsky_kray_RU.ZK_2578_RUS091","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Russian Federation, Zabaykalsky Kray","RUS_Zabaykalsky_kray_RU.ZK_2578_RUS091","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sudan, Al Gadaref","SDN_Al_Gadaref_37048","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","50.1","","","","",
"Sudan, Al Gadaref","SDN_Al_Gadaref_37048","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sudan, Al Gadaref","SDN_Al_Gadaref_37048","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sudan, Al Jazeera","SDN_Al_Jazeera_SD.AJ_2745_SDN001","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","37.8","","","","",
"Sudan, Al Jazeera","SDN_Al_Jazeera_SD.AJ_2745_SDN001","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sudan, Al Jazeera","SDN_Al_Jazeera_SD.AJ_2745_SDN001","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sudan, Blue Nile","SDN_Blue_Nile_SD.BN_2749_SDN002","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","56.5","","","","",
"Sudan, Blue Nile","SDN_Blue_Nile_SD.BN_2749_SDN002","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sudan, Blue Nile","SDN_Blue_Nile_SD.BN_2749_SDN002","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sudan, Kassala","SDN_Kassala_SD.KA_68783_SDN008","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","36.3","","","","",
"Sudan, Kassala","SDN_Kassala_SD.KA_68783_SDN008","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sudan, Kassala","SDN_Kassala_SD.KA_68783_SDN008","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sudan, Khartoum","SDN_Khartoum_SD.KH_2753_SDN009","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","26","","","","",
"Sudan, Khartoum","SDN_Khartoum_SD.KH_2753_SDN009","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sudan, Khartoum","SDN_Khartoum_SD.KH_2753_SDN009","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sudan, Nile River","SDN_Nile_River_SD.NI_2761_SDN004","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","32.2","","","","",
"Sudan, Nile River","SDN_Nile_River_SD.NI_2761_SDN004","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sudan, Nile River","SDN_Nile_River_SD.NI_2761_SDN004","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sudan, Northern","SDN_Northern_SD.NO_2755_SDN010","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","36.2","","","","",
"Sudan, Northern","SDN_Northern_SD.NO_2755_SDN010","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sudan, Northern","SDN_Northern_SD.NO_2755_SDN010","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sudan, Northern Darfur","SDN_Northern_Darfur_SD.ND_2757_SDN011","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","69.4","","","","",
"Sudan, Northern Darfur","SDN_Northern_Darfur_SD.ND_2757_SDN011","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sudan, Northern Darfur","SDN_Northern_Darfur_SD.ND_2757_SDN011","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sudan, Northern Kordofan","SDN_Northern_Kordofan_SD.NK_68784_SDN012","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","57.9","","","","",
"Sudan, Northern Kordofan","SDN_Northern_Kordofan_SD.NK_68784_SDN012","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sudan, Northern Kordofan","SDN_Northern_Kordofan_SD.NK_68784_SDN012","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sudan, Red Sea","SDN_Red_Sea_SD.RS_40772_SDN013","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","57.7","","","","",
"Sudan, Red Sea","SDN_Red_Sea_SD.RS_40772_SDN013","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sudan, Red Sea","SDN_Red_Sea_SD.RS_40772_SDN013","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sudan, Sennar","SDN_Sennar_37099","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","44.1","","","","",
"Sudan, Sennar","SDN_Sennar_37099","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sudan, Sennar","SDN_Sennar_37099","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sudan, Southern Darfur","SDN_Southern_Darfur_SD.SD_2764_SDN018","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","61.2","","","","",
"Sudan, Southern Darfur","SDN_Southern_Darfur_SD.SD_2764_SDN018","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sudan, Southern Darfur","SDN_Southern_Darfur_SD.SD_2764_SDN018","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sudan, Southern Kordofan","SDN_Southern_Kordofan_SD.SK_4150_SDN019","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","60","","","","",
"Sudan, Southern Kordofan","SDN_Southern_Kordofan_SD.SK_4150_SDN019","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sudan, Southern Kordofan","SDN_Southern_Kordofan_SD.SK_4150_SDN019","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sudan, Western Darfur","SDN_Western_Darfur_SD.WD_2769_SDN024","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","55.6","","","","",
"Sudan, Western Darfur","SDN_Western_Darfur_SD.WD_2769_SDN024","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sudan, Western Darfur","SDN_Western_Darfur_SD.WD_2769_SDN024","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sudan, White Nile","SDN_White_Nile_SD.WN_2770_SDN026","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","55.5","","","","",
"Sudan, White Nile","SDN_White_Nile_SD.WN_2770_SDN026","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sudan, White Nile","SDN_White_Nile_SD.WN_2770_SDN026","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sierra Leone, Bo","SLE_Bo_25414","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","63.2","","","","","","","","50.7","","",
"Sierra Leone, Bo","SLE_Bo_25414","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sierra Leone, Bo","SLE_Bo_25414","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sierra Leone, Bombali","SLE_Bombali_25409","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","86.1","","","","","","","","57.9","","",
"Sierra Leone, Bombali","SLE_Bombali_25409","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sierra Leone, Bombali","SLE_Bombali_25409","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sierra Leone, Bonthe","SLE_Bonthe_25415","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","89.3","","","","","","","","51.4","","",
"Sierra Leone, Bonthe","SLE_Bonthe_25415","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sierra Leone, Bonthe","SLE_Bonthe_25415","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sierra Leone, Kailahun","SLE_Kailahun_25406","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","93","","","","","","","","60.9","","",
"Sierra Leone, Kailahun","SLE_Kailahun_25406","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sierra Leone, Kailahun","SLE_Kailahun_25406","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sierra Leone, Kambia","SLE_Kambia_25410","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","71.2","","","","","","","","53.9","","",
"Sierra Leone, Kambia","SLE_Kambia_25410","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sierra Leone, Kambia","SLE_Kambia_25410","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sierra Leone, Kenema","SLE_Kenema_25407","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","88.1","","","","","","","","61.6","","",
"Sierra Leone, Kenema","SLE_Kenema_25407","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sierra Leone, Kenema","SLE_Kenema_25407","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sierra Leone, Koinadugu","SLE_Koinadugu_25411","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","77.5","","","","","","","","54.3","","",
"Sierra Leone, Koinadugu","SLE_Koinadugu_25411","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sierra Leone, Koinadugu","SLE_Koinadugu_25411","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sierra Leone, Kono","SLE_Kono_25408","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","71.8","","","","","","","","61.3","","",
"Sierra Leone, Kono","SLE_Kono_25408","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sierra Leone, Kono","SLE_Kono_25408","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sierra Leone, Moyamba","SLE_Moyamba_25416","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","68.2","","","","","","","","70.8","","",
"Sierra Leone, Moyamba","SLE_Moyamba_25416","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sierra Leone, Moyamba","SLE_Moyamba_25416","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
